solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
CPLEX;7Cap30.txt;600;51,94;0;37975,0;2041,0;2040,7999831;200;7133;14166;200;7133;14166;0,0;76528,7;0,0;1937,8712;2154,7;4,05;232;620;15;22;;93;;22
GUROBI;7Cap30.txt;600;69,57;0;41494,0;2041,0;2041,0;10200;20100;34166;200;7133;14166;1091,86667;9915,1;1091,86667;1911,04555;2337,5;1,0;230;499;23;34;;111;36;7
CBC;7Cap30.txt;600;600,23;0,8162126408623176;15753;2041,0;2024,3411;10200;20100;34166;200;7133;14166;1934,2834;6499,8;1934,2834;;;;;;;;;;;
CPLEX;7Cap40.txt;120;58,04;0;41649,0;1976,3;1976,1100859;200;7133;14166;200;7133;14166;0,0;98099,6;0,0;1849,6428;2082,0;4,07;307;565;17;23;;90;;16
GUROBI;7Cap40.txt;120;33,66;0;20762,0;1976,3;1976,3;10200;20100;34166;200;7133;14166;910,3;9825,0;910,3;1821,80153;2130,2;1,0;282;497;15;32;;110;49;2
CBC;7Cap40.txt;120;120,0;6,426104336386176;2957;1976,3;1849,3009;10200;20100;34166;200;7133;14166;1849,3009;6347,4;1849,3009;;;;;;;;;;;
CPLEX;7Cap40.txt;300;58,06;0;41649,0;1976,3;1976,1100859;200;7133;14166;200;7133;14166;0,0;98099,6;0,0;1849,6428;2082,0;4,01;307;565;17;23;;90;;16
GUROBI;7Cap40.txt;300;33,62;0;20762,0;1976,3;1976,3;10200;20100;34166;200;7133;14166;910,3;9825,0;910,3;1821,80153;2130,2;1,0;282;497;15;32;;110;49;2
CBC;7Cap40.txt;300;299,92;6,426104336386176;7729;1976,3;1849,3009;10200;20100;34166;200;7133;14166;1849,3009;6347,4;1849,3009;;;;;;;;;;;
CPLEX;7Cap40.txt;600;58,05;0;41649,0;1976,3;1976,1100859;200;7133;14166;200;7133;14166;0,0;98099,6;0,0;1849,6428;2082,0;4,04;307;565;17;23;;90;;16
GUROBI;7Cap40.txt;600;33,58;0;20762,0;1976,3;1976,3;10200;20100;34166;200;7133;14166;910,3;9825,0;910,3;1821,80153;2130,2;1,0;282;497;15;32;;110;49;2
CBC;7Cap40.txt;600;390,71;0;10178;1976,3;1976,3;10200;20100;34166;200;7133;14166;1849,3009;6347,4;1849,3009;;;;;;;;;;;
CPLEX;7Cap50.txt;120;40,17;0;40447,0;1975,6;1975,4025954;200;7133;14166;200;7133;14166;0,0;117322,2;0,0;1833,7705;2139,4;4,11;337;590;10;10;;67;;20
GUROBI;7Cap50.txt;120;51,51;0;33955,0;1975,6;1975,6;10200;20100;34166;200;7133;14166;790,4;9663,4;790,4;1783,98095;2306,6;0,0;342;563;22;39;;109;65;3
CBC;7Cap50.txt;120;119,98;9,13348198800852;3321;2018,1;1833,7772;10200;20100;34166;200;7133;14166;1833,7772;6299,4;1833,7772;;;;;;;;;;;
CPLEX;7Cap50.txt;300;40,24;0;40447,0;1975,6;1975,4025954;200;7133;14166;200;7133;14166;0,0;117322,2;0,0;1833,7705;2139,4;4,2;337;590;10;10;;67;;20
GUROBI;7Cap50.txt;300;51,44;0;33955,0;1975,6;1975,6;10200;20100;34166;200;7133;14166;790,4;9663,4;790,4;1783,98095;2306,6;0,0;342;563;22;39;;109;65;3
CBC;7Cap50.txt;300;299,93;9,13348198800852;9877;2018,1;1833,7772;10200;20100;34166;200;7133;14166;1833,7772;6299,4;1833,7772;;;;;;;;;;;
CPLEX;7Cap50.txt;600;40,26;0;40447,0;1975,6;1975,4025954;200;7133;14166;200;7133;14166;0,0;117322,2;0,0;1833,7705;2139,4;4,08;337;590;10;10;;67;;20
GUROBI;7Cap50.txt;600;51,47;0;33955,0;1975,6;1975,6;10200;20100;34166;200;7133;14166;790,4;9663,4;790,4;1783,98095;2306,6;0,0;342;563;22;39;;109;65;3
CBC;7Cap50.txt;600;599,59;1,2809627454950325;15152;1975,6;1950,2933;10200;20100;34166;200;7133;14166;1833,7772;6299,4;1833,7772;;;;;;;;;;;
CPLEX;8Cap10.txt;120;6,06;0;6728,0;2891,4;2891,1116152;200;7119;14138;200;4885;9670;0,0;37145,2;0,0;2854,437;2903,3;2,91;78;418;9;14;;51;;50
GUROBI;8Cap10.txt;120;10,41;0;11056,0;2891,4;2891,4;10200;20100;34138;200;7119;14138;2190,4;9856,8;2190,4;2842,28791;2919,8;1,0;56;171;110;15;;114;36;3
CBC;8Cap10.txt;120;90,08;0;5315;2891,4;2891,4;10200;20100;34138;200;7119;14138;2844,0958;3419,5;2844,0958;;;;;;;;;;;
CPLEX;8Cap10.txt;300;6,03;0;6728,0;2891,4;2891,1116152;200;7119;14138;200;4885;9670;0,0;37145,2;0,0;2854,437;2903,3;2,89;78;418;9;14;;51;;50
GUROBI;8Cap10.txt;300;10,38;0;11056,0;2891,4;2891,4;10200;20100;34138;200;7119;14138;2190,4;9856,8;2190,4;2842,28791;2919,8;1,0;56;171;110;15;;114;36;3
CBC;8Cap10.txt;300;90,29;0;5315;2891,4;2891,4;10200;20100;34138;200;7119;14138;2844,0958;3419,5;2844,0958;;;;;;;;;;;
CPLEX;8Cap10.txt;600;6,07;0;6728,0;2891,4;2891,1116152;200;7119;14138;200;4885;9670;0,0;37145,2;0,0;2854,437;2903,3;2,94;78;418;9;14;;51;;50
GUROBI;8Cap10.txt;600;10,39;0;11056,0;2891,4;2891,4;10200;20100;34138;200;7119;14138;2190,4;9856,8;2190,4;2842,28791;2919,8;1,0;56;171;110;15;;114;36;3
CBC;8Cap10.txt;600;90,16;0;5315;2891,4;2891,4;10200;20100;34138;200;7119;14138;2844,0958;3419,5;2844,0958;;;;;;;;;;;
CPLEX;8Cap20.txt;120;10,21;0;5123,0;2156,4;2156,1876999;200;7119;14138;200;3377;6654;0,0;57410,9;0,0;2111,342;2238,6;2,75;152;494;18;8;2;76;;43
GUROBI;8Cap20.txt;120;14,81;0;9563,0;2156,4;2156,4;10200;20100;34138;200;7119;14138;1382,4;9989,0;1382,4;2095,9042;2312,7;0,0;105;250;109;31;;101;28;7
CBC;8Cap20.txt;120;86,14;0;3327;2156,4;2156,4;10200;20100;34138;200;7119;14138;2106,3174;6757,2;2106,3174;;;;;;;;;;;
CPLEX;8Cap20.txt;300;10,24;0;5123,0;2156,4;2156,1876999;200;7119;14138;200;3377;6654;0,0;57410,9;0,0;2111,342;2238,6;2,74;152;494;18;8;2;76;;43
GUROBI;8Cap20.txt;300;14,78;0;9563,0;2156,4;2156,4;10200;20100;34138;200;7119;14138;1382,4;9989,0;1382,4;2095,9042;2312,7;0,0;105;250;109;31;;101;28;7
CBC;8Cap20.txt;300;85,79;0;3327;2156,4;2156,4;10200;20100;34138;200;7119;14138;2106,3174;6757,2;2106,3174;;;;;;;;;;;
CPLEX;8Cap20.txt;600;10,15;0;5123,0;2156,4;2156,1876999;200;7119;14138;200;3377;6654;0,0;57410,9;0,0;2111,342;2238,6;2,76;152;494;18;8;2;76;;43
GUROBI;8Cap20.txt;600;14,79;0;9563,0;2156,4;2156,4;10200;20100;34138;200;7119;14138;1382,4;9989,0;1382,4;2095,9042;2312,7;0,0;105;250;109;31;;101;28;7
CBC;8Cap20.txt;600;86,27;0;3327;2156,4;2156,4;10200;20100;34138;200;7119;14138;2106,3174;6757,2;2106,3174;;;;;;;;;;;
CPLEX;8Cap30.txt;120;21,93;0;16044,0;1978,4;1978,2041986;200;7119;14138;200;7118;14136;0,0;78935,6;0,0;1877,1114;2147,0;3,78;205;700;17;11;;77;;16
GUROBI;8Cap30.txt;120;31,45;0;24501,0;1978,4;1978,4;10200;20100;34138;200;7119;14138;1055,43333;9894,4;1055,43333;1847,79546;2372,9;0,0;197;419;24;24;;93;39;6
CBC;8Cap30.txt;120;119,89;5,253717086976302;4428;1978,7;1874,7447;10200;20100;34138;200;7119;14138;1874,7447;6572,1;1874,7447;;;;;;;;;;;
CPLEX;8Cap30.txt;300;21,68;0;16044,0;1978,4;1978,2041986;200;7119;14138;200;7118;14136;0,0;78935,6;0,0;1877,1114;2147,0;3,74;205;700;17;11;;77;;16
GUROBI;8Cap30.txt;300;31,31;0;24501,0;1978,4;1978,4;10200;20100;34138;200;7119;14138;1055,43333;9894,4;1055,43333;1847,79546;2372,9;0,0;197;419;24;24;;93;39;6
CBC;8Cap30.txt;300;279,25;0;9622;1978,4;1978,4;10200;20100;34138;200;7119;14138;1874,7447;6572,1;1874,7447;;;;;;;;;;;
CPLEX;8Cap30.txt;600;21,6;0;16044,0;1978,4;1978,2041986;200;7119;14138;200;7118;14136;0,0;78935,6;0,0;1877,1114;2147,0;3,7;205;700;17;11;;77;;16
GUROBI;8Cap30.txt;600;31,47;0;24501,0;1978,4;1978,4;10200;20100;34138;200;7119;14138;1055,43333;9894,4;1055,43333;1847,79546;2372,9;0,0;197;419;24;24;;93;39;6
CBC;8Cap30.txt;600;279,23;0;9622;1978,4;1978,4;10200;20100;34138;200;7119;14138;1874,7447;6572,1;1874,7447;;;;;;;;;;;
CPLEX;8Cap40.txt;120;15,68;0;7195,0;1905,3;1905,1197702;200;7119;14138;200;7119;14138;0,0;98648,6;0,0;1797,3756;1993,2;3,73;252;674;16;14;;69;;18
GUROBI;8Cap40.txt;120;25,23;0;17470,0;1905,3;1905,3;10200;20100;34138;200;7119;14138;876,3;9932,9;876,3;1780,0829;2276,5;1,0;241;481;20;29;;100;40;7
CBC;8Cap40.txt;120;119,96;7,081386333092111;4013;1934,6;1797,6035;10200;20100;34138;200;7119;14138;1797,6035;6412,5;1797,6035;;;;;;;;;;;
CPLEX;8Cap40.txt;300;15,57;0;7195,0;1905,3;1905,1197702;200;7119;14138;200;7119;14138;0,0;98648,6;0,0;1797,3756;1993,2;3,63;252;674;16;14;;69;;18
GUROBI;8Cap40.txt;300;25,18;0;17470,0;1905,3;1905,3;10200;20100;34138;200;7119;14138;876,3;9932,9;876,3;1780,0829;2276,5;0,0;241;481;20;29;;100;40;7
CBC;8Cap40.txt;300;299,9;5,91358594235953;10887;1929,2;1815,1151;10200;20100;34138;200;7119;14138;1797,6035;6412,5;1797,6035;;;;;;;;;;;
CPLEX;8Cap40.txt;600;15,48;0;7195,0;1905,3;1905,1197702;200;7119;14138;200;7119;14138;0,0;98648,6;0,0;1797,3756;1993,2;3,61;252;674;16;14;;69;;18
GUROBI;8Cap40.txt;600;25,17;0;17470,0;1905,3;1905,3;10200;20100;34138;200;7119;14138;876,3;9932,9;876,3;1780,0829;2276,5;1,0;241;481;20;29;;100;40;7
CBC;8Cap40.txt;600;359,53;0;11982;1905,3;1905,3;10200;20100;34138;200;7119;14138;1797,6035;6412,5;1797,6035;;;;;;;;;;;
CPLEX;8Cap50.txt;120;13,94;0;8526,0;1897,7;1897,5110125;200;7119;14138;200;7048;13996;0,0;117904,2;0,0;1777,207;2080,8;3,33;304;637;20;9;;70;;18
GUROBI;8Cap50.txt;120;16,74;0;9090,0;1897,7;1897,7;10200;20100;34138;200;7119;14138;763,2;10060,4;763,2;1753,25768;2038,1;1,0;295;455;12;28;;100;50;4
CBC;8Cap50.txt;120;120,0;7,344471680400548;4043;1917,4;1776,5771;10200;20100;34138;200;7119;14138;1776,5771;6389,8;1776,5771;;;;;;;;;;;
CPLEX;8Cap50.txt;300;13,95;0;8526,0;1897,7;1897,5110125;200;7119;14138;200;7048;13996;0,0;117904,2;0,0;1777,207;2080,8;3,35;304;637;20;9;;70;;18
GUROBI;8Cap50.txt;300;16,76;0;9090,0;1897,7;1897,7;10200;20100;34138;200;7119;14138;763,2;10060,4;763,2;1753,25768;2038,1;1,0;295;455;12;28;;100;50;4
CBC;8Cap50.txt;300;227,75;0;7046;1897,7;1897,7;10200;20100;34138;200;7119;14138;1776,5771;6389,8;1776,5771;;;;;;;;;;;
CPLEX;8Cap50.txt;600;13,89;0;8526,0;1897,7;1897,5110125;200;7119;14138;200;7048;13996;0,0;117904,2;0,0;1777,207;2080,8;3,32;304;637;20;9;;70;;18
GUROBI;8Cap50.txt;600;16,82;0;9090,0;1897,7;1897,7;10200;20100;34138;200;7119;14138;763,2;10060,4;763,2;1753,25768;2038,1;1,0;295;455;12;28;;100;50;4
CBC;8Cap50.txt;600;227,4;0;7046;1897,7;1897,7;10200;20100;34138;200;7119;14138;1776,5771;6389,8;1776,5771;;;;;;;;;;;
CPLEX;9Cap10.txt;120;18,93;0;17546,0;2984,9;2984,6018639;200;7146;14192;200;4311;8522;0,0;36646,0;0,0;2939,6585;3100,9;1,74;122;554;12;7;;143;;33
GUROBI;9Cap10.txt;120;39,81;0;35590,0;2984,9;2984,9;10200;20100;34192;200;7146;14192;2051,2;10639,8;2051,2;2909,07755;3131,9;1,0;59;160;137;35;;163;26;13
CBC;9Cap10.txt;120;119,97;2,411382765531068;6228;2994,0;2921,8032;10200;20100;34192;200;7146;14192;2921,8032;6826,1;2921,8032;;;;;;;;;;;
CPLEX;9Cap10.txt;300;18,97;0;17546,0;2984,9;2984,6018639;200;7146;14192;200;4311;8522;0,0;36646,0;0,0;2939,6585;3100,9;1,76;122;554;12;7;;143;;33
GUROBI;9Cap10.txt;300;39,83;0;35590,0;2984,9;2984,9;10200;20100;34192;200;7146;14192;2051,2;10639,8;2051,2;2909,07755;3131,9;1,0;59;160;137;35;;163;26;13
CBC;9Cap10.txt;300;299,82;0,2479714563301917;13678;2984,9;2977,4983;10200;20100;34192;200;7146;14192;2921,8032;6826,1;2921,8032;;;;;;;;;;;
CPLEX;9Cap10.txt;600;18,92;0;17546,0;2984,9;2984,6018639;200;7146;14192;200;4311;8522;0,0;36646,0;0,0;2939,6585;3100,9;1,75;122;554;12;7;;143;;33
GUROBI;9Cap10.txt;600;39,75;0;35590,0;2984,9;2984,9;10200;20100;34192;200;7146;14192;2051,2;10639,8;2051,2;2909,07755;3131,9;1,0;59;160;137;35;;163;26;13
CBC;9Cap10.txt;600;345,9;0;16111;2984,9;2984,9;10200;20100;34192;200;7146;14192;2921,8032;6826,1;2921,8032;;;;;;;;;;;
CPLEX;9Cap20.txt;120;26,75;0;21328,0;2246,4;2246,175974;200;7146;14192;200;7081;14062;0,0;55708,6;0,0;2173,961;2418,0;2,2;173;715;9;9;;60;;37
GUROBI;9Cap20.txt;120;80,88;0;64525,0;2246,4;2246,4;10200;20100;34192;200;7146;14192;1313,9;10011,1;1313,9;2154,30539;2445,4;0,0;117;317;147;43;;220;53;8
CBC;9Cap20.txt;120;119,98;4,783203793966545;4854;2277,3;2168,3721;10200;20100;34192;200;7146;14192;2168,3721;6997,7;2168,3721;;;;;;;;;;;
CPLEX;9Cap20.txt;300;26,78;0;21328,0;2246,4;2246,175974;200;7146;14192;200;7081;14062;0,0;55708,6;0,0;2173,961;2418,0;2,19;173;715;9;9;;60;;37
GUROBI;9Cap20.txt;300;81,04;0;64525,0;2246,4;2246,4;10200;20100;34192;200;7146;14192;1313,9;10011,1;1313,9;2154,30539;2445,4;0,0;117;317;147;43;;220;53;8
CBC;9Cap20.txt;300;299,92;3,445984279629397;11189;2277,3;2198,8246;10200;20100;34192;200;7146;14192;2168,3721;6997,7;2168,3721;;;;;;;;;;;
CPLEX;9Cap20.txt;600;26,72;0;21328,0;2246,4;2246,175974;200;7146;14192;200;7081;14062;0,0;55708,6;0,0;2173,961;2418,0;2,19;173;715;9;9;;60;;37
GUROBI;9Cap20.txt;600;80,98;0;64525,0;2246,4;2246,4;10200;20100;34192;200;7146;14192;1313,9;10011,1;1313,9;2154,30539;2445,4;0,0;117;317;147;43;;220;53;8
CBC;9Cap20.txt;600;599,64;0,15608974358975305;19430;2246,4;2242,8936;10200;20100;34192;200;7146;14192;2168,3721;6997,7;2168,3721;;;;;;;;;;;
CPLEX;9Cap30.txt;120;17,41;0;10077,0;1992,5;1992,3072456;200;7146;14192;200;7146;14192;0,0;76446,3;0,0;1897,7908;2148,5;3,22;219;663;13;22;;76;;31
GUROBI;9Cap30.txt;120;29,67;0;14991,0;1992,5;1992,5;10200;20100;34192;200;7146;14192;1024,3;10156,6;1024,3;1865,56494;2341,4;0,0;163;382;122;36;;143;44;5
CBC;9Cap30.txt;120;119,97;4,27588456712672;3934;1992,5;1907,303;10200;20100;34192;200;7146;14192;1893,8767;7392,0;1893,8767;;;;;;;;;;;
CPLEX;9Cap30.txt;300;17,43;0;10077,0;1992,5;1992,3072456;200;7146;14192;200;7146;14192;0,0;76446,3;0,0;1897,7908;2148,5;3,25;219;663;13;22;;76;;31
GUROBI;9Cap30.txt;300;29,58;0;14991,0;1992,5;1992,5;10200;20100;34192;200;7146;14192;1024,3;10156,6;1024,3;1865,56494;2341,4;0,0;163;382;122;36;;143;44;5
CBC;9Cap30.txt;300;146,57;0;4401;1992,5;1992,5;10200;20100;34192;200;7146;14192;1893,8767;7392,0;1893,8767;;;;;;;;;;;
CPLEX;9Cap30.txt;600;17,34;0;10077,0;1992,5;1992,3072456;200;7146;14192;200;7146;14192;0,0;76446,3;0,0;1897,7908;2148,5;3,13;219;663;13;22;;76;;31
GUROBI;9Cap30.txt;600;29,73;0;14991,0;1992,5;1992,5;10200;20100;34192;200;7146;14192;1024,3;10156,6;1024,3;1865,56494;2341,4;0,0;163;382;122;36;;143;44;5
CBC;9Cap30.txt;600;146,65;0;4401;1992,5;1992,5;10200;20100;34192;200;7146;14192;1893,8767;7392,0;1893,8767;;;;;;;;;;;
CPLEX;9Cap40.txt;120;18,07;0;10436,0;1931,1;1930,9097713;200;7146;14192;200;7146;14192;0,0;95568,9;0,0;1815,0089;1987,1;3,0;268;633;17;23;;76;;26
GUROBI;9Cap40.txt;120;19,71;0;12505,0;1931,1;1931,1;10200;20100;34192;200;7146;14192;856,0;10196,9;856,0;1775,32277;2175,6;0,0;245;421;16;23;;115;40;3
CBC;9Cap40.txt;120;119,98;7,267598936496572;3997;1955,8;1813,6603;10200;20100;34192;200;7146;14192;1813,6603;6734,3;1813,6603;;;;;;;;;;;
CPLEX;9Cap40.txt;300;18,11;0;10436,0;1931,1;1930,9097713;200;7146;14192;200;7146;14192;0,0;95568,9;0,0;1815,0089;1987,1;2,94;268;633;17;23;;76;;26
GUROBI;9Cap40.txt;300;19,74;0;12505,0;1931,1;1931,1;10200;20100;34192;200;7146;14192;856,0;10196,9;856,0;1775,32277;2175,6;0,0;245;421;16;23;;115;40;3
CBC;9Cap40.txt;300;299,92;7,267598936496572;11056;1955,8;1813,6603;10200;20100;34192;200;7146;14192;1813,6603;6734,3;1813,6603;;;;;;;;;;;
CPLEX;9Cap40.txt;600;18,23;0;10436,0;1931,1;1930,9097713;200;7146;14192;200;7146;14192;0,0;95568,9;0,0;1815,0089;1987,1;2,96;268;633;17;23;;76;;26
GUROBI;9Cap40.txt;600;19,72;0;12505,0;1931,1;1931,1;10200;20100;34192;200;7146;14192;856,0;10196,9;856,0;1775,32277;2175,6;0,0;245;421;16;23;;115;40;3
CBC;9Cap40.txt;600;407,52;0;13250;1931,1;1931,1;10200;20100;34192;200;7146;14192;1813,6603;6734,3;1813,6603;;;;;;;;;;;
CPLEX;9Cap50.txt;120;12,04;0;6338,0;1915,7;1915,5521737;200;7146;14192;200;6574;13048;0,0;117917,3;0,0;1801,4918;2036,3;3,22;314;619;8;7;;72;;21
GUROBI;9Cap50.txt;120;13,47;0;6283,0;1915,7;1915,7;10200;20100;34192;200;7146;14192;747,3;10004,6;747,3;1775,64929;2218,0;0,0;314;418;9;30;;122;38;4
CBC;9Cap50.txt;120;119,96;9,292398367840404;4108;1985,1;1800,6366;10200;20100;34192;200;7146;14192;1800,6366;6909,7;1800,6366;;;;;;;;;;;
CPLEX;9Cap50.txt;300;12,01;0;6338,0;1915,7;1915,5521737;200;7146;14192;200;6574;13048;0,0;117917,3;0,0;1801,4918;2036,3;3,2;314;619;8;7;;72;;21
GUROBI;9Cap50.txt;300;13,52;0;6283,0;1915,7;1915,7;10200;20100;34192;200;7146;14192;747,3;10004,6;747,3;1775,64929;2218,0;0,0;314;418;9;30;;122;38;4
CBC;9Cap50.txt;300;299,92;7,820384969796254;10956;1953,4;1800,6366;10200;20100;34192;200;7146;14192;1800,6366;6909,7;1800,6366;;;;;;;;;;;
CPLEX;9Cap50.txt;600;12,07;0;6338,0;1915,7;1915,5521737;200;7146;14192;200;6574;13048;0,0;117917,3;0,0;1801,4918;2036,3;3,25;314;619;8;7;;72;;21
GUROBI;9Cap50.txt;600;13,55;0;6283,0;1915,7;1915,7;10200;20100;34192;200;7146;14192;747,3;10004,6;747,3;1775,64929;2218,0;0,0;314;418;9;30;;122;38;4
CBC;9Cap50.txt;600;401,71;0;13285;1915,7;1915,7;10200;20100;34192;200;7146;14192;1800,6366;6909,7;1800,6366;;;;;;;;;;;
CPLEX;10Cap10.txt;120;10,24;0;6046,0;3029,3;3029,0113129;200;6994;13888;200;2525;4950;0,0;34442,4;0,0;2996,5788;3181,6;1,61;100;332;9;11;;28;;49
GUROBI;10Cap10.txt;120;18,88;0;8361,0;3029,3;3029,3;10200;20100;33888;200;6994;13888;2197,8;10086,1;2197,8;2968,29406;3245,6;1,0;46;166;104;25;;132;36;11
CBC;10Cap10.txt;120;119,94;0,9841679595946259;4471;3029,3;2999,4866;10200;20100;33888;200;6994;13888;2977,3462;6915,5;2977,3462;;;;;;;;;;;
CPLEX;10Cap10.txt;300;10,46;0;6046,0;3029,3;3029,0113129;200;6994;13888;200;2525;4950;0,0;34442,4;0,0;2996,5788;3181,6;1,75;100;332;9;11;;28;;49
GUROBI;10Cap10.txt;300;18,87;0;8361,0;3029,3;3029,3;10200;20100;33888;200;6994;13888;2197,8;10086,1;2197,8;2968,29406;3245,6;1,0;46;166;104;25;;132;36;11
CBC;10Cap10.txt;300;121,91;0;4521;3029,3;3029,3;10200;20100;33888;200;6994;13888;2977,3462;6915,5;2977,3462;;;;;;;;;;;
CPLEX;10Cap10.txt;600;10,23;0;6046,0;3029,3;3029,0113129;200;6994;13888;200;2525;4950;0,0;34442,4;0,0;2996,5788;3181,6;1,61;100;332;9;11;;28;;49
GUROBI;10Cap10.txt;600;18,9;0;8361,0;3029,3;3029,3;10200;20100;33888;200;6994;13888;2197,8;10086,1;2197,8;2968,29406;3245,6;1,0;46;166;104;25;;132;36;11
CBC;10Cap10.txt;600;121,59;0;4521;3029,3;3029,3;10200;20100;33888;200;6994;13888;2977,3462;6915,5;2977,3462;;;;;;;;;;;
CPLEX;10Cap20.txt;120;22,03;0;14584,0;2240,4;2240,1789055;200;6994;13888;200;6784;13468;0,0;55791,8;0,0;2160,1408;2441,5;2,09;162;742;10;13;;75;;31
GUROBI;10Cap20.txt;120;25,83;0;17697,0;2240,4;2240,4;10200;20100;33888;200;6994;13888;1357,7;10339,6;1357,7;2142,01478;2446,6;0,0;112;254;137;20;;139;45;4
CBC;10Cap20.txt;120;119,97;4,75872924507416;5310;2258,5;2151,0241;10200;20100;33888;200;6994;13888;2151,0241;5905,6;2151,0241;;;;;;;;;;;
CPLEX;10Cap20.txt;300;22,07;0;14584,0;2240,4;2240,1789055;200;6994;13888;200;6784;13468;0,0;55791,8;0,0;2160,1408;2441,5;2,18;162;742;10;13;;75;;31
GUROBI;10Cap20.txt;300;25,86;0;17697,0;2240,4;2240,4;10200;20100;33888;200;6994;13888;1357,7;10339,6;1357,7;2142,01478;2446,6;0,0;112;254;137;20;;139;45;4
CBC;10Cap20.txt;300;299,9;2,3682931148992727;11413;2258,5;2205,0121;10200;20100;33888;200;6994;13888;2151,0241;5905,6;2151,0241;;;;;;;;;;;
CPLEX;10Cap20.txt;600;21,96;0;14584,0;2240,4;2240,1789055;200;6994;13888;200;6784;13468;0,0;55791,8;0,0;2160,1408;2441,5;2,12;162;742;10;13;;75;;31
GUROBI;10Cap20.txt;600;25,86;0;17697,0;2240,4;2240,4;10200;20100;33888;200;6994;13888;1357,7;10339,6;1357,7;2142,01478;2446,6;0,0;112;254;137;20;;139;45;4
CBC;10Cap20.txt;600;478,17;0;17736;2240,400000000001;2240,400000000001;10200;20100;33888;200;6994;13888;2151,0241;5905,6;2151,0241;;;;;;;;;;;
CPLEX;10Cap30.txt;120;35,52;0;29469,0;2062,5;2062,2942073;200;6994;13888;200;6994;13888;0,0;76143,0;0,0;1931,5001;2230,1;3,01;211;658;18;11;;80;;23
GUROBI;10Cap30.txt;120;52,56;0;47397,0;2062,5;2062,5;10200;20100;33888;200;6994;13888;1043,4;9849,7;1043,4;1907,36145;2370,6;1,0;191;460;22;24;;116;40;7
CBC;10Cap30.txt;120;119,93;7,5002450038431965;3663;2081,6;1925,4749;10200;20100;33888;200;6994;13888;1925,4749;5935,7;1925,4749;;;;;;;;;;;
CPLEX;10Cap30.txt;300;35,6;0;29469,0;2062,5;2062,2942073;200;6994;13888;200;6994;13888;0,0;76143,0;0,0;1931,5001;2230,1;3,04;211;658;18;11;;80;;23
GUROBI;10Cap30.txt;300;52,64;0;47397,0;2062,5;2062,5;10200;20100;33888;200;6994;13888;1043,4;9849,7;1043,4;1907,36145;2370,6;1,0;191;460;22;24;;116;40;7
CBC;10Cap30.txt;300;300,1;7,4958011049723785;11001;2081,5;1925,4749;10200;20100;33888;200;6994;13888;1925,4749;5935,7;1925,4749;;;;;;;;;;;
CPLEX;10Cap30.txt;600;35,46;0;29469,0;2062,5;2062,2942073;200;6994;13888;200;6994;13888;0,0;76143,0;0,0;1931,5001;2230,1;2,97;211;658;18;11;;80;;23
GUROBI;10Cap30.txt;600;52,81;0;47397,0;2062,5;2062,5;10200;20100;33888;200;6994;13888;1043,4;9849,7;1043,4;1907,36145;2370,6;1,0;191;460;22;24;;116;40;7
CBC;10Cap30.txt;600;599,78;1,5713022041763467;16953;2068,8;2036,2929;10200;20100;33888;200;6994;13888;1925,4749;5935,7;1925,4749;;;;;;;;;;;
CPLEX;10Cap40.txt;120;14,43;0;6354,0;1989,9;1989,7154961;200;6994;13888;200;6774;13448;0,0;96524,0;0,0;1882,3204;2132,5;3,63;270;633;15;9;;79;;24
GUROBI;10Cap40.txt;120;15,26;0;7890,0;1989,9;1989,9;10200;20100;33888;200;6994;13888;872,4;9714,7;872,4;1848,04246;2360,5;1,0;256;392;19;24;;116;38;2
CBC;10Cap40.txt;120;119,98;7,331252771072465;3866;2029,9;1881,0829;10200;20100;33888;200;6994;13888;1881,0829;5748,7;1881,0829;;;;;;;;;;;
CPLEX;10Cap40.txt;300;14,56;0;6354,0;1989,9;1989,7154961;200;6994;13888;200;6774;13448;0,0;96524,0;0,0;1882,3204;2132,5;3,67;270;633;15;9;;79;;24
GUROBI;10Cap40.txt;300;15,25;0;7890,0;1989,9;1989,9;10200;20100;33888;200;6994;13888;872,4;9714,7;872,4;1848,04246;2360,5;1,0;256;392;19;24;;116;38;2
CBC;10Cap40.txt;300;299,89;7,331252771072465;11024;2029,9;1881,0829;10200;20100;33888;200;6994;13888;1881,0829;5748,7;1881,0829;;;;;;;;;;;
CPLEX;10Cap40.txt;600;14,65;0;6354,0;1989,9;1989,7154961;200;6994;13888;200;6774;13448;0,0;96524,0;0,0;1882,3204;2132,5;3,67;270;633;15;9;;79;;24
GUROBI;10Cap40.txt;600;15,26;0;7890,0;1989,9;1989,9;10200;20100;33888;200;6994;13888;872,4;9714,7;872,4;1848,04246;2360,5;1,0;256;392;19;24;;116;38;2
CBC;10Cap40.txt;600;375,44;0;12576;1989,9;1989,9;10200;20100;33888;200;6994;13888;1881,0829;5748,7;1881,0829;;;;;;;;;;;
