solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
CPLEX;1Cap10.txt;120;12,23;0;9088,0;2842,8;2842,5263945;200;7162;14224;199;2820;5541;0,0;34809,5;0,0;2805,7176;2876,0;3,04;79;466;13;10;;47;;37
GUROBI;1Cap10.txt;120;16,17;0;17474,0;2842,8;2842,8;10200;20100;34224;200;7162;14224;2024,5;10592,1;2024,5;2784,40786;2967,9;0,0;56;155;111;32;;118;24;13
CBC;1Cap10.txt;120;119,95;2,3394110034626183;5498;2859,1;2792,2139;10200;20100;34224;200;7162;14224;2792,2139;3177,8;2792,2139;;;;;;;;;;;
CPLEX;1Cap10.txt;300;12,2;0;9088,0;2842,8;2842,5263945;200;7162;14224;199;2820;5541;0,0;34809,5;0,0;2805,7176;2876,0;3,0;79;466;13;10;;47;;37
GUROBI;1Cap10.txt;300;15,96;0;17474,0;2842,8;2842,8;10200;20100;34224;200;7162;14224;2024,5;10592,1;2024,5;2784,40786;2967,9;0,0;56;155;111;32;;118;24;13
CBC;1Cap10.txt;300;240,72;0;11269;2842,8;2842,8;10200;20100;34224;200;7162;14224;2792,2139;3177,8;2792,2139;;;;;;;;;;;
CPLEX;1Cap10.txt;600;11,99;0;9088,0;2842,8;2842,5263945;200;7162;14224;199;2820;5541;0,0;34809,5;0,0;2805,7176;2876,0;3,01;79;466;13;10;;47;;37
GUROBI;1Cap10.txt;600;15,82;0;17474,0;2842,8;2842,8;10200;20100;34224;200;7162;14224;2024,5;10592,1;2024,5;2784,40786;2967,9;0,0;56;155;111;32;;118;24;13
CBC;1Cap10.txt;600;240,31;0;11269;2842,8;2842,8;10200;20100;34224;200;7162;14224;2792,2139;3177,8;2792,2139;;;;;;;;;;;
CPLEX;1Cap20.txt;120;15,3;0;8670,0;2130,4;2130,1890304;200;7162;14224;200;5028;9956;0,0;54990,4;0,0;2064,7737;2348,5;1,98;176;717;19;5;;68;;31
GUROBI;1Cap20.txt;120;25,26;0;22540,0;2130,4;2130,4;10200;20100;34224;200;7162;14224;1272,5;10076,6;1272,5;2048,52156;2507,4;0,0;118;261;93;27;;160;35;2
CBC;1Cap20.txt;120;119,92;4,065223671947813;5094;2146,0;2058,7603;10200;20100;34224;200;7162;14224;2058,7603;6333,4;2058,7603;;;;;;;;;;;
CPLEX;1Cap20.txt;300;15,35;0;8670,0;2130,4;2130,1890304;200;7162;14224;200;5028;9956;0,0;54990,4;0,0;2064,7737;2348,5;2,0;176;717;19;5;;68;;31
GUROBI;1Cap20.txt;300;25,31;0;22540,0;2130,4;2130,4;10200;20100;34224;200;7162;14224;1272,5;10076,6;1272,5;2048,52156;2507,4;0,0;118;261;93;27;;160;35;2
CBC;1Cap20.txt;300;299,86;1,4071342031686795;11668;2146,0;2115,8029;10200;20100;34224;200;7162;14224;2058,7603;6333,4;2058,7603;;;;;;;;;;;
CPLEX;1Cap20.txt;600;15,25;0;8670,0;2130,4;2130,1890304;200;7162;14224;200;5028;9956;0,0;54990,4;0,0;2064,7737;2348,5;1,9;176;717;19;5;;68;;31
GUROBI;1Cap20.txt;600;25,24;0;22540,0;2130,4;2130,4;10200;20100;34224;200;7162;14224;1272,5;10076,6;1272,5;2048,52156;2507,4;0,0;118;261;93;27;;160;35;2
CBC;1Cap20.txt;600;400,2;0;14949;2130,4;2130,4;10200;20100;34224;200;7162;14224;2058,7603;6333,4;2058,7603;;;;;;;;;;;
CPLEX;1Cap30.txt;120;14,12;0;8783,0;1923,9;1923,7083066;200;7162;14224;200;5795;11490;0,0;75347,1;0,0;1828,435;2107,1;3,7;227;687;21;18;;67;;24
GUROBI;1Cap30.txt;120;17,34;0;15800,0;1923,9;1923,9;10200;20100;34224;200;7162;14224;972,4;10137,0;972,4;1809,42908;2226,6;1,0;179;389;18;26;;101;33;2
CBC;1Cap30.txt;120;119,98;6,467077726040012;4330;1954,3;1827,9139;10200;20100;34224;200;7162;14224;1827,9139;5616,9;1827,9139;;;;;;;;;;;
CPLEX;1Cap30.txt;300;14,18;0;8783,0;1923,9;1923,7083066;200;7162;14224;200;5795;11490;0,0;75347,1;0,0;1828,435;2107,1;3,66;227;687;21;18;;67;;24
GUROBI;1Cap30.txt;300;17,35;0;15800,0;1923,9;1923,9;10200;20100;34224;200;7162;14224;972,4;10137,0;972,4;1809,42908;2226,6;1,0;179;389;18;26;;101;33;2
CBC;1Cap30.txt;300;223,21;0;7959;1923,9;1923,9;10200;20100;34224;200;7162;14224;1827,9139;5616,9;1827,9139;;;;;;;;;;;
CPLEX;1Cap30.txt;600;14,07;0;8783,0;1923,9;1923,7083066;200;7162;14224;200;5795;11490;0,0;75347,1;0,0;1828,435;2107,1;3,56;227;687;21;18;;67;;24
GUROBI;1Cap30.txt;600;17,35;0;15800,0;1923,9;1923,9;10200;20100;34224;200;7162;14224;972,4;10137,0;972,4;1809,42908;2226,6;1,0;179;389;18;26;;101;33;2
CBC;1Cap30.txt;600;222,91;0;7959;1923,9;1923,9;10200;20100;34224;200;7162;14224;1827,9139;5616,9;1827,9139;;;;;;;;;;;
CPLEX;1Cap40.txt;120;14,33;0;6677,0;1879,9;1879,7602078;200;7162;14224;200;6994;13888;0,0;94783,4;0,0;1764,1771;2128,4;3,09;280;615;13;10;1;98;;19
GUROBI;1Cap40.txt;120;19,66;0;10515,0;1879,9;1879,9;10200;20100;34224;200;7162;14224;806,7;9929,4;806,7;1721,85891;2220,5;0,0;279;434;21;18;;106;38;4
CBC;1Cap40.txt;120;119,97;8,768409079158264;3946;1934,1;1764,5102;10200;20100;34224;200;7162;14224;1764,5102;5928,3;1764,5102;;;;;;;;;;;
CPLEX;1Cap40.txt;300;14,37;0;6677,0;1879,9;1879,7602078;200;7162;14224;200;6994;13888;0,0;94783,4;0,0;1764,1771;2128,4;3,09;280;615;13;10;1;98;;19
GUROBI;1Cap40.txt;300;19,62;0;10515,0;1879,9;1879,9;10200;20100;34224;200;7162;14224;806,7;9929,4;806,7;1721,85891;2220,5;0,0;279;434;21;18;;106;38;4
CBC;1Cap40.txt;300;299,95;8,768409079158264;11009;1934,1;1764,5102;10200;20100;34224;200;7162;14224;1764,5102;5928,3;1764,5102;;;;;;;;;;;
CPLEX;1Cap40.txt;600;14,38;0;6677,0;1879,9;1879,7602078;200;7162;14224;200;6994;13888;0,0;94783,4;0,0;1764,1771;2128,4;3,11;280;615;13;10;1;98;;19
GUROBI;1Cap40.txt;600;19,65;0;10515,0;1879,9;1879,9;10200;20100;34224;200;7162;14224;806,7;9929,4;806,7;1721,85891;2220,5;0,0;279;434;21;18;;106;38;4
CBC;1Cap40.txt;600;408,53;0;12999;1879,9;1879,9;10200;20100;34224;200;7162;14224;1764,5102;5928,3;1764,5102;;;;;;;;;;;
CPLEX;1Cap50.txt;120;15,3;0;7244,0;1879,9;1879,7302847;200;7162;14224;200;6888;13676;0,0;116278,8;0,0;1757,8897;1908,3;3,63;310;632;14;8;;75;;13
GUROBI;1Cap50.txt;120;17,07;0;10754,0;1879,9;1879,9;10200;20100;34224;200;7162;14224;698,5;9840,9;698,5;1713,34284;2267,5;0,0;291;454;8;25;;102;38;2
CBC;1Cap50.txt;120;119,98;9,957404087486557;3657;1952,3;1757,9016;10200;20100;34224;200;7162;14224;1757,9016;5772,3;1757,9016;;;;;;;;;;;
CPLEX;1Cap50.txt;300;15,18;0;7244,0;1879,9;1879,7302847;200;7162;14224;200;6888;13676;0,0;116278,8;0,0;1757,8897;1908,3;3,51;310;632;14;8;;75;;13
GUROBI;1Cap50.txt;300;17,0;0;10754,0;1879,9;1879,9;10200;20100;34224;200;7162;14224;698,5;9840,9;698,5;1713,34284;2267,5;0,0;291;454;8;25;;102;38;2
CBC;1Cap50.txt;300;299,94;9,957404087486557;10304;1952,3;1757,9016;10200;20100;34224;200;7162;14224;1757,9016;5772,3;1757,9016;;;;;;;;;;;
CPLEX;1Cap50.txt;600;15,29;0;7244,0;1879,9;1879,7302847;200;7162;14224;200;6888;13676;0,0;116278,8;0,0;1757,8897;1908,3;3,57;310;632;14;8;;75;;13
GUROBI;1Cap50.txt;600;16,94;0;10754,0;1879,9;1879,9;10200;20100;34224;200;7162;14224;698,5;9840,9;698,5;1713,34284;2267,5;0,0;291;454;8;25;;102;38;2
CBC;1Cap50.txt;600;504,55;0;15600;1879,9;1879,9;10200;20100;34224;200;7162;14224;1757,9016;5772,3;1757,9016;;;;;;;;;;;
CPLEX;2Cap10.txt;120;9,34;0;6519,0;2969,6;2969,3063953;200;7087;14074;199;1668;3237;0,0;35040,7;0,0;2939,2916;2980,5;2,64;84;436;17;14;;58;;34
GUROBI;2Cap10.txt;120;14,71;0;16666,0;2969,6;2969,6;10200;20100;34074;200;7087;14074;2206,8;9557,1;2206,8;2916,24417;3065,8;0,0;53;168;108;37;;114;27;10
CBC;2Cap10.txt;120;119,95;1,8059421554153878;6520;2980,4;2926,5757;10200;20100;34074;200;7087;14074;2926,5757;3488,5;2926,5757;;;;;;;;;;;
CPLEX;2Cap10.txt;300;9,21;0;6519,0;2969,6;2969,3063953;200;7087;14074;199;1668;3237;0,0;35040,7;0,0;2939,2916;2980,5;2,63;84;436;17;14;;58;;34
GUROBI;2Cap10.txt;300;14,54;0;16666,0;2969,6;2969,6;10200;20100;34074;200;7087;14074;2206,8;9557,1;2206,8;2916,24417;3065,8;0,0;53;168;108;37;;114;27;10
CBC;2Cap10.txt;300;195,02;0;10621;2969,6;2969,6;10200;20100;34074;200;7087;14074;2926,5757;3488,5;2926,5757;;;;;;;;;;;
CPLEX;2Cap10.txt;600;9,2;0;6519,0;2969,6;2969,3063953;200;7087;14074;199;1668;3237;0,0;35040,7;0,0;2939,2916;2980,5;2,67;84;436;17;14;;58;;34
GUROBI;2Cap10.txt;600;14,54;0;16666,0;2969,6;2969,6;10200;20100;34074;200;7087;14074;2206,8;9557,1;2206,8;2916,24417;3065,8;0,0;53;168;108;37;;114;27;10
CBC;2Cap10.txt;600;195,97;0;10621;2969,6;2969,6;10200;20100;34074;200;7087;14074;2926,5757;3488,5;2926,5757;;;;;;;;;;;
CPLEX;2Cap20.txt;120;14,94;0;11927,0;2224,2;2224,2;200;7087;14074;200;5534;10968;0,0;54642,2;0,0;2172,4155;2386,1;1,86;163;721;13;9;;70;;34
GUROBI;2Cap20.txt;120;15,28;0;11616,0;2224,2;2224,2;10200;20100;34074;200;7087;14074;1411,2;9011,3;1411,2;2147,54244;2446,7;0,0;105;264;112;26;;129;38;5
CBC;2Cap20.txt;120;111,32;0;3841;2224,2;2224,2;10200;20100;34074;200;7087;14074;2161,4068;6498,5;2161,4068;;;;;;;;;;;
CPLEX;2Cap20.txt;300;15,46;0;11927,0;2224,2;2224,2;200;7087;14074;200;5534;10968;0,0;54642,2;0,0;2172,4155;2386,1;1,9;163;721;13;9;;70;;34
GUROBI;2Cap20.txt;300;15,29;0;11616,0;2224,2;2224,2;10200;20100;34074;200;7087;14074;1411,2;9011,3;1411,2;2147,54244;2446,7;0,0;105;264;112;26;;129;38;5
CBC;2Cap20.txt;300;111,07;0;3841;2224,2;2224,2;10200;20100;34074;200;7087;14074;2161,4068;6498,5;2161,4068;;;;;;;;;;;
CPLEX;2Cap20.txt;600;14,82;0;11927,0;2224,2;2224,2;200;7087;14074;200;5534;10968;0,0;54642,2;0,0;2172,4155;2386,1;1,86;163;721;13;9;;70;;34
GUROBI;2Cap20.txt;600;15,25;0;11616,0;2224,2;2224,2;10200;20100;34074;200;7087;14074;1411,2;9011,3;1411,2;2147,54244;2446,7;0,0;105;264;112;26;;129;38;5
CBC;2Cap20.txt;600;111,19;0;3841;2224,2;2224,2;10200;20100;34074;200;7087;14074;2161,4068;6498,5;2161,4068;;;;;;;;;;;
CPLEX;2Cap30.txt;120;13,56;0;7015,0;2015,7;2015,510514;200;7087;14074;200;6809;13518;0,0;74445,9;0,0;1925,7699;2094,7;2,36;195;703;24;20;;69;;21
GUROBI;2Cap30.txt;120;26,63;0;13723,0;2015,7;2015,7;10200;20100;34074;200;7087;14074;1079,4;9431,2;1079,4;1904,89478;2415,3;0,0;200;408;20;17;;105;42;2
CBC;2Cap30.txt;120;119,98;4,633159696383387;3773;2015,7;1922,3094;10200;20100;34074;200;7087;14074;1919,4829;5759,3;1919,4829;;;;;;;;;;;
CPLEX;2Cap30.txt;300;13,61;0;7015,0;2015,7;2015,510514;200;7087;14074;200;6809;13518;0,0;74445,9;0,0;1925,7699;2094,7;2,35;195;703;24;20;;69;;21
GUROBI;2Cap30.txt;300;26,62;0;13723,0;2015,7;2015,7;10200;20100;34074;200;7087;14074;1079,4;9431,2;1079,4;1904,89478;2415,3;0,0;200;408;20;17;;105;42;2
CBC;2Cap30.txt;300;158,66;0;5012;2015,7;2015,7;10200;20100;34074;200;7087;14074;1919,4829;5759,3;1919,4829;;;;;;;;;;;
CPLEX;2Cap30.txt;600;13,61;0;7015,0;2015,7;2015,510514;200;7087;14074;200;6809;13518;0,0;74445,9;0,0;1925,7699;2094,7;2,33;195;703;24;20;;69;;21
GUROBI;2Cap30.txt;600;26,69;0;13723,0;2015,7;2015,7;10200;20100;34074;200;7087;14074;1079,4;9431,2;1079,4;1904,89478;2415,3;0,0;200;408;20;17;;105;42;2
CBC;2Cap30.txt;600;159,0;0;5012;2015,7;2015,7;10200;20100;34074;200;7087;14074;1919,4829;5759,3;1919,4829;;;;;;;;;;;
CPLEX;2Cap40.txt;120;12,92;0;5982,0;1959,9;1959,7219835;200;7087;14074;200;7079;14058;0,0;95080,0;0,0;1857,0953;2143,7;4,1;265;661;19;12;;79;;18
GUROBI;2Cap40.txt;120;21,68;0;12514,0;1959,9;1959,9;10200;20100;34074;200;7087;14074;896,7;9232,8;896,7;1812,89448;2389,9;0,0;264;428;36;34;;103;41;7
CBC;2Cap40.txt;120;120,06;5,3723965508444405;3720;1959,9;1854,6064;10200;20100;34074;200;7087;14074;1854,6064;6042,5;1854,6064;;;;;;;;;;;
CPLEX;2Cap40.txt;300;12,87;0;5982,0;1959,9;1959,7219835;200;7087;14074;200;7079;14058;0,0;95080,0;0,0;1857,0953;2143,7;4,05;265;661;19;12;;79;;18
GUROBI;2Cap40.txt;300;21,63;0;12514,0;1959,9;1959,9;10200;20100;34074;200;7087;14074;896,7;9232,8;896,7;1812,89448;2389,9;0,0;264;428;36;34;;103;41;7
CBC;2Cap40.txt;300;173,49;0;4926;1959,9;1959,9;10200;20100;34074;200;7087;14074;1854,6064;6042,5;1854,6064;;;;;;;;;;;
CPLEX;2Cap40.txt;600;12,95;0;5982,0;1959,9;1959,7219835;200;7087;14074;200;7079;14058;0,0;95080,0;0,0;1857,0953;2143,7;4,12;265;661;19;12;;79;;18
GUROBI;2Cap40.txt;600;21,66;0;12514,0;1959,9;1959,9;10200;20100;34074;200;7087;14074;896,7;9232,8;896,7;1812,89448;2389,9;0,0;264;428;36;34;;103;41;7
CBC;2Cap40.txt;600;174,14;0;4926;1959,9;1959,9;10200;20100;34074;200;7087;14074;1854,6064;6042,5;1854,6064;;;;;;;;;;;
CPLEX;2Cap50.txt;120;13,91;0;5180,0;1950,5;1950,3279695;200;7087;14074;200;6433;12766;0,0;115348,9;0,0;1846,4877;1959,0;3,35;311;600;18;8;;78;;28
GUROBI;2Cap50.txt;120;12,81;0;6169,0;1950,5;1950,5;10200;20100;34074;200;7087;14074;778,9;9238,3;778,9;1803,64441;2397,9;1,0;289;432;15;28;;99;55;1
CBC;2Cap50.txt;120;119,92;8,09378418697166;4353;2011,0;1848,234;10200;20100;34074;200;7087;14074;1848,234;5753,3;1848,234;;;;;;;;;;;
CPLEX;2Cap50.txt;300;13,95;0;5180,0;1950,5;1950,3279695;200;7087;14074;200;6433;12766;0,0;115348,9;0,0;1846,4877;1959,0;3,44;311;600;18;8;;78;;28
GUROBI;2Cap50.txt;300;12,8;0;6169,0;1950,5;1950,5;10200;20100;34074;200;7087;14074;778,9;9238,3;778,9;1803,64441;2397,9;1,0;289;432;15;28;;99;55;1
CBC;2Cap50.txt;300;299,88;4,385593437580105;10599;1950,5;1864,959;10200;20100;34074;200;7087;14074;1848,234;5753,3;1848,234;;;;;;;;;;;
CPLEX;2Cap50.txt;600;13,84;0;5180,0;1950,5;1950,3279695;200;7087;14074;200;6433;12766;0,0;115348,9;0,0;1846,4877;1959,0;3,33;311;600;18;8;;78;;28
GUROBI;2Cap50.txt;600;12,81;0;6169,0;1950,5;1950,5;10200;20100;34074;200;7087;14074;778,9;9238,3;778,9;1803,64441;2397,9;1,0;289;432;15;28;;99;55;1
CBC;2Cap50.txt;600;307,33;0;10685;1950,5;1950,5;10200;20100;34074;200;7087;14074;1848,234;5753,3;1848,234;;;;;;;;;;;
CPLEX;3Cap10.txt;120;11,57;0;7457,0;3053,3;3053,0086417;200;7070;14040;200;2731;5362;0,0;35471,5;0,0;3015,8755;3078,2;3,97;70;412;16;12;;41;;27
GUROBI;3Cap10.txt;120;17,34;0;15793,0;3053,3;3053,3;10200;20100;34040;200;7070;14040;2337,1;9529,9;2337,1;3002,08639;3197,8;1,0;44;169;100;31;;121;37;10
CBC;3Cap10.txt;120;119,93;2,1193804762059787;6695;3070,1;3005,0329;10200;20100;34040;200;7070;14040;3005,0329;3768,4;3005,0329;;;;;;;;;;;
CPLEX;3Cap10.txt;300;11,44;0;7457,0;3053,3;3053,0086417;200;7070;14040;200;2731;5362;0,0;35471,5;0,0;3015,8755;3078,2;3,82;70;412;16;12;;41;;27
GUROBI;3Cap10.txt;300;17,31;0;15793,0;3053,3;3053,3;10200;20100;34040;200;7070;14040;2337,1;9529,9;2337,1;3002,08639;3197,8;1,0;44;169;100;31;;121;37;10
CBC;3Cap10.txt;300;211,16;0;10674;3053,3;3053,3;10200;20100;34040;200;7070;14040;3005,0329;3768,4;3005,0329;;;;;;;;;;;
CPLEX;3Cap10.txt;600;11,51;0;7457,0;3053,3;3053,0086417;200;7070;14040;200;2731;5362;0,0;35471,5;0,0;3015,8755;3078,2;3,83;70;412;16;12;;41;;27
GUROBI;3Cap10.txt;600;17,36;0;15793,0;3053,3;3053,3;10200;20100;34040;200;7070;14040;2337,1;9529,9;2337,1;3002,08639;3197,8;1,0;44;169;100;31;;121;37;10
CBC;3Cap10.txt;600;209,36;0;10674;3053,3;3053,3;10200;20100;34040;200;7070;14040;3005,0329;3768,4;3005,0329;;;;;;;;;;;
CPLEX;3Cap20.txt;120;18,68;0;12814,0;2279,9;2279,6790405;200;7070;14040;200;6965;13830;0,0;54063,8;0,0;2206,0926;2424,7;2,43;165;732;14;10;;68;;38
GUROBI;3Cap20.txt;120;59,27;0;49170,0;2279,9;2279,9;10200;20100;34040;200;7070;14040;1460,9;9331,4;1460,9;2179,70812;2488,7;0,0;106;261;150;26;;169;36;4
CBC;3Cap20.txt;120;119,98;4,039296943231433;5090;2290,0;2197,5001;10200;20100;34040;200;7070;14040;2197,5001;6147,8;2197,5001;;;;;;;;;;;
CPLEX;3Cap20.txt;300;18,71;0;12814,0;2279,9;2279,6790405;200;7070;14040;200;6965;13830;0,0;54063,8;0,0;2206,0926;2424,7;2,46;165;732;14;10;;68;;38
GUROBI;3Cap20.txt;300;59,47;0;49170,0;2279,9;2279,9;10200;20100;34040;200;7070;14040;1460,9;9331,4;1460,9;2179,70812;2488,7;0,0;106;261;150;26;;169;36;4
CBC;3Cap20.txt;300;299,89;1,7125065502183316;11484;2290,0;2250,7836;10200;20100;34040;200;7070;14040;2197,5001;6147,8;2197,5001;;;;;;;;;;;
CPLEX;3Cap20.txt;600;18,8;0;12814,0;2279,9;2279,6790405;200;7070;14040;200;6965;13830;0,0;54063,8;0,0;2206,0926;2424,7;2,45;165;732;14;10;;68;;38
GUROBI;3Cap20.txt;600;59,82;0;49170,0;2279,9;2279,9;10200;20100;34040;200;7070;14040;1460,9;9331,4;1460,9;2179,70812;2488,7;0,0;106;261;150;26;;169;36;4
CBC;3Cap20.txt;600;464,04;0;17269;2279,9;2279,9;10200;20100;34040;200;7070;14040;2197,5001;6147,8;2197,5001;;;;;;;;;;;
CPLEX;3Cap30.txt;120;23,06;0;14837,0;2053,4;2053,1954023;200;7070;14040;200;7070;14040;0,0;72360,0;0,0;1950,7723;2168,6;2,46;212;630;21;16;;115;;25
GUROBI;3Cap30.txt;120;26,77;0;21323,0;2053,4;2053,4;10200;20100;34040;200;7070;14040;1117,7;9249,5;1117,7;1920,63643;2463,5;0,0;184;429;24;28;;90;36;2
CBC;3Cap30.txt;120;119,95;6,62139394230308;4274;2083,3;1945,3565;10200;20100;34040;200;7070;14040;1945,3565;6400,9;1945,3565;;;;;;;;;;;
CPLEX;3Cap30.txt;300;23,15;0;14837,0;2053,4;2053,1954023;200;7070;14040;200;7070;14040;0,0;72360,0;0,0;1950,7723;2168,6;2,44;212;630;21;16;;115;;25
GUROBI;3Cap30.txt;300;26,81;0;21323,0;2053,4;2053,4;10200;20100;34040;200;7070;14040;1117,7;9249,5;1117,7;1920,63643;2463,5;0,0;184;429;24;28;;90;36;2
CBC;3Cap30.txt;300;299,88;6,62139394230308;11074;2083,3;1945,3565;10200;20100;34040;200;7070;14040;1945,3565;6400,9;1945,3565;;;;;;;;;;;
CPLEX;3Cap30.txt;600;23,03;0;14837,0;2053,4;2053,1954023;200;7070;14040;200;7070;14040;0,0;72360,0;0,0;1950,7723;2168,6;2,4;212;630;21;16;;115;;25
GUROBI;3Cap30.txt;600;26,75;0;21323,0;2053,4;2053,4;10200;20100;34040;200;7070;14040;1117,7;9249,5;1117,7;1920,63643;2463,5;0,0;184;429;24;28;;90;36;2
CBC;3Cap30.txt;600;566,11;0;18805;2053,4;2053,4;10200;20100;34040;200;7070;14040;1945,3565;6400,9;1945,3565;;;;;;;;;;;
CPLEX;3Cap40.txt;120;20,64;0;10866,0;1990,3;1990,1244612;200;7070;14040;200;7070;14040;0,0;93437,6;0,0;1879,3415;2137,1;4,24;257;607;18;14;;90;;25
GUROBI;3Cap40.txt;120;23,84;0;10849,0;1990,3;1990,3;10200;20100;34040;200;7070;14040;924,7;9153,4;924,7;1844,35069;2413,0;0,0;243;417;26;38;;110;43;2
CBC;3Cap40.txt;120;119,93;7,835034097041647;4112;2038,3;1878,5985;10200;20100;34040;200;7070;14040;1878,5985;6327,8;1878,5985;;;;;;;;;;;
CPLEX;3Cap40.txt;300;20,6;0;10866,0;1990,3;1990,1244612;200;7070;14040;200;7070;14040;0,0;93437,6;0,0;1879,3415;2137,1;4,17;257;607;18;14;;90;;25
GUROBI;3Cap40.txt;300;23,86;0;10849,0;1990,3;1990,3;10200;20100;34040;200;7070;14040;924,7;9153,4;924,7;1844,35069;2413,0;0,0;243;417;26;38;;110;43;2
CBC;3Cap40.txt;300;299,93;6,963228011093501;11015;2019,2;1878,5985;10200;20100;34040;200;7070;14040;1878,5985;6327,8;1878,5985;;;;;;;;;;;
CPLEX;3Cap40.txt;600;20,62;0;10866,0;1990,3;1990,1244612;200;7070;14040;200;7070;14040;0,0;93437,6;0,0;1879,3415;2137,1;4,27;257;607;18;14;;90;;25
GUROBI;3Cap40.txt;600;23,79;0;10849,0;1990,3;1990,3;10200;20100;34040;200;7070;14040;924,7;9153,4;924,7;1844,35069;2413,0;0,0;243;417;26;38;;110;43;2
CBC;3Cap40.txt;600;369,13;0;12159;1990,3;1990,3;10200;20100;34040;200;7070;14040;1878,5985;6327,8;1878,5985;;;;;;;;;;;
CPLEX;3Cap50.txt;120;19,28;0;14730,0;1989,9;1989,7026919;200;7070;14040;200;7070;14040;0,0;114429,0;0,0;1868,859;2192,1;3,41;320;578;14;5;;62;;28
GUROBI;3Cap50.txt;120;21,16;0;12521,0;1989,9;1989,9;10200;20100;34040;200;7070;14040;800,5;9256,1;800,5;1832,92452;2102,5;1,0;311;449;23;34;;116;67;
CBC;3Cap50.txt;120;119,92;8,151363837420753;4744;2034,7;1868,8442;10200;20100;34040;200;7070;14040;1868,8442;6268,2;1868,8442;;;;;;;;;;;
CPLEX;3Cap50.txt;300;19,38;0;14730,0;1989,9;1989,7026919;200;7070;14040;200;7070;14040;0,0;114429,0;0,0;1868,859;2192,1;3,42;320;578;14;5;;62;;28
GUROBI;3Cap50.txt;300;21,1;0;12521,0;1989,9;1989,9;10200;20100;34040;200;7070;14040;800,5;9256,1;800,5;1832,92452;2102,5;1,0;311;449;23;34;;116;67;
CBC;3Cap50.txt;300;299,93;5,025433438866283;10740;1989,9;1889,8989;10200;20100;34040;200;7070;14040;1868,8442;6268,2;1868,8442;;;;;;;;;;;
CPLEX;3Cap50.txt;600;19,4;0;14730,0;1989,9;1989,7026919;200;7070;14040;200;7070;14040;0,0;114429,0;0,0;1868,859;2192,1;3,49;320;578;14;5;;62;;28
GUROBI;3Cap50.txt;600;21,22;0;12521,0;1989,9;1989,9;10200;20100;34040;200;7070;14040;800,5;9256,1;800,5;1832,92452;2102,5;1,0;311;449;23;34;;116;67;
CBC;3Cap50.txt;600;305,5;0;10827;1989,9;1989,9;10200;20100;34040;200;7070;14040;1868,8442;6268,2;1868,8442;;;;;;;;;;;
CPLEX;4Cap10.txt;120;15,43;0;15011,0;2943,1;2942,8060187;200;7110;14120;200;3584;7068;0,0;35272,3;0,0;2899,5112;3011,3;1,68;99;545;15;14;;164;;49
GUROBI;4Cap10.txt;120;36,41;0;34680,0;2943,1;2943,1;10200;20100;34120;200;7110;14120;2168,6;10553,0;2168,6;2872,12706;3055,7;0,0;57;144;140;34;;133;37;13
CBC;4Cap10.txt;120;119,76;2,87465359918892;5904;2959,0;2873,939;10200;20100;34120;200;7110;14120;2873,939;6780,7;2873,939;;;;;;;;;;;
CPLEX;4Cap10.txt;300;15,51;0;15011,0;2943,1;2942,8060187;200;7110;14120;200;3584;7068;0,0;35272,3;0,0;2899,5112;3011,3;1,66;99;545;15;14;;164;;49
GUROBI;4Cap10.txt;300;36,77;0;34680,0;2943,1;2943,1;10200;20100;34120;200;7110;14120;2168,6;10553,0;2168,6;2872,12706;3055,7;0,0;57;144;140;34;;133;37;13
CBC;4Cap10.txt;300;299,95;0,501705778621813;14931;2948,8;2934,0057;10200;20100;34120;200;7110;14120;2873,939;6780,7;2873,939;;;;;;;;;;;
CPLEX;4Cap10.txt;600;15,18;0;15011,0;2943,1;2942,8060187;200;7110;14120;200;3584;7068;0,0;35272,3;0,0;2899,5112;3011,3;1,64;99;545;15;14;;164;;49
GUROBI;4Cap10.txt;600;36,12;0;34680,0;2943,1;2943,1;10200;20100;34120;200;7110;14120;2168,6;10553,0;2168,6;2872,12706;3055,7;0,0;57;144;140;34;;133;37;13
CBC;4Cap10.txt;600;427,25;0;23276;2943,1;2943,1;10200;20100;34120;200;7110;14120;2873,939;6780,7;2873,939;;;;;;;;;;;
CPLEX;4Cap20.txt;120;13,18;0;6814,0;2183,0;2182,8026977;200;7110;14120;200;4182;8264;0,0;56249,1;0,0;2112,1565;2346,9;2,2;138;769;11;5;;58;;29
GUROBI;4Cap20.txt;120;23,66;0;17411,0;2183,0;2183,0;10200;20100;34120;200;7110;14120;1322,4;10204,7;1322,4;2091,46774;2423,5;0,0;111;267;106;31;;132;46;7
CBC;4Cap20.txt;120;119,96;4,350902724089319;5074;2198,9;2103,228;10200;20100;34120;200;7110;14120;2103,228;6651,1;2103,228;;;;;;;;;;;
