solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_GUB_COVER;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
CPLEX;p42;300;0,19;0;0,0;5663,0;5663,0;100;1620;3220;100;628;1236;0,0;18892,0;0,0;5663,0;5663,0;0,19;126;55;4;12;;22;;24;126;55;4;12;2;;22;;24;126;55;4;12;;2;;22;;24
GUROBI;p42;300;0,39;0;1,0;5663,0;5663,0;100;1620;3220;100;1620;3220;3804,17433;12154,0;3804,17433;5634,0127;5663,0;0,0;65;25;;4;;7;6;;65;25;;4;;;7;6;;65;25;;4;;;;7;6;
CBC;p42;300;0,59;0;16;5663,0;5663,0;100;1620;3220;100;1620;3220;5629,1072;6189,0;5629,1072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p42;600;0,18;0;0,0;5663,0;5663,0;100;1620;3220;100;628;1236;0,0;18892,0;0,0;5663,0;5663,0;0,18;126;55;4;12;;22;;24;126;55;4;12;2;;22;;24;126;55;4;12;;2;;22;;24
GUROBI;p42;600;0,37;0;1,0;5663,0;5663,0;100;1620;3220;100;1620;3220;3804,17433;12154,0;3804,17433;5634,0127;5663,0;0,0;65;25;;4;;7;6;;65;25;;4;;;7;6;;65;25;;4;;;;7;6;
CBC;p42;600;0,6;0;16;5663,0;5663,0;100;1620;3220;100;1620;3220;5629,1072;6189,0;5629,1072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p43;120;0,24;0;0,0;5214,0;5214,0;100;2130;4230;100;747;1464;0,0;21386,0;0,0;5214,0;5214,0;0,24;170;91;1;21;3;32;;37;170;91;1;21;2;3;32;;37;170;91;1;21;;2;3;32;;37
GUROBI;p43;120;0,15;0;1,0;5214,0;5214,0;100;2130;4230;100;2130;4230;3143,54617;13733,0;3143,54617;5214,0;5214,0;0,0;148;91;;;;19;23;;148;91;;;;;19;23;;148;91;;;;;;19;23;
CBC;p43;120;0,31;0;0;5214,0;5214,0;100;2130;4230;100;2130;4230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p43;300;0,26;0;0,0;5214,0;5214,0;100;2130;4230;100;747;1464;0,0;21386,0;0,0;5214,0;5214,0;0,26;170;91;1;21;3;32;;37;170;91;1;21;2;3;32;;37;170;91;1;21;;2;3;32;;37
GUROBI;p43;300;0,15;0;1,0;5214,0;5214,0;100;2130;4230;100;2130;4230;3143,54617;13733,0;3143,54617;5214,0;5214,0;0,0;148;91;;;;19;23;;148;91;;;;;19;23;;148;91;;;;;;19;23;
CBC;p43;300;0,32;0;0;5214,0;5214,0;100;2130;4230;100;2130;4230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p43;600;0,24;0;0,0;5214,0;5214,0;100;2130;4230;100;747;1464;0,0;21386,0;0,0;5214,0;5214,0;0,23;170;91;1;21;3;32;;37;170;91;1;21;2;3;32;;37;170;91;1;21;;2;3;32;;37
GUROBI;p43;600;0,15;0;1,0;5214,0;5214,0;100;2130;4230;100;2130;4230;3143,54617;13733,0;3143,54617;5214,0;5214,0;0,0;148;91;;;;19;23;;148;91;;;;;19;23;;148;91;;;;;;19;23;
CBC;p43;600;0,3;0;0;5214,0;5214,0;100;2130;4230;100;2130;4230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p44;120;0,05;0;0,0;7028,0;7028,0;100;910;1810;21;70;133;0,0;19907,0;0,0;247,0;7028,0;0,05;17;9;2;3;;6;;11;17;9;2;3;;;6;;11;17;9;2;3;;;;6;;11
GUROBI;p44;120;0,04;0;1,0;7028,0;7028,0;100;910;1810;100;910;1810;5624,43207;11795,0;5624,43207;7025,36207;7028,0;0,0;24;5;;3;;5;5;;24;5;;3;;;5;5;;24;5;;3;;;;5;5;
CBC;p44;120;0,13;0;0;7028,0;7028,0;100;910;1810;100;910;1810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p44;300;0,05;0;0,0;7028,0;7028,0;100;910;1810;21;70;133;0,0;19907,0;0,0;247,0;7028,0;0,05;17;9;2;3;;6;;11;17;9;2;3;;;6;;11;17;9;2;3;;;;6;;11
GUROBI;p44;300;0,04;0;1,0;7028,0;7028,0;100;910;1810;100;910;1810;5624,43207;11795,0;5624,43207;7025,36207;7028,0;0,0;24;5;;3;;5;5;;24;5;;3;;;5;5;;24;5;;3;;;;5;5;
CBC;p44;300;0,11;0;0;7028,0;7028,0;100;910;1810;100;910;1810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p44;600;0,05;0;0,0;7028,0;7028,0;100;910;1810;21;70;133;0,0;19907,0;0,0;247,0;7028,0;0,05;17;9;2;3;;6;;11;17;9;2;3;;;6;;11;17;9;2;3;;;;6;;11
GUROBI;p44;600;0,04;0;1,0;7028,0;7028,0;100;910;1810;100;910;1810;5624,43207;11795,0;5624,43207;7025,36207;7028,0;0,0;24;5;;3;;5;5;;24;5;;3;;;5;5;;24;5;;3;;;;5;5;
CBC;p44;600;0,11;0;0;7028,0;7028,0;100;910;1810;100;910;1810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p45;120;0,15;0;3,0;6251,0;6251,0;100;1620;3220;58;199;384;0,0;22645,0;0,0;6240,6667;6251,0;0,15;80;37;;15;;12;;41;80;37;;15;;;12;;41;80;37;;15;;;;12;;41
GUROBI;p45;120;0,14;0;1,0;6251,0;6251,0;100;1620;3220;100;1620;3220;4028,40052;15789,0;4028,40052;6249,21695;6251,0;0,0;94;43;;2;;11;23;;94;43;;2;;;11;23;;94;43;;2;;;;11;23;
CBC;p45;120;0,35;0;2;6251,0;6251,0;100;1620;3220;100;1620;3220;6248,8194;6251,0;6248,8194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p45;300;0,16;0;3,0;6251,0;6251,0;100;1620;3220;58;199;384;0,0;22645,0;0,0;6240,6667;6251,0;0,15;80;37;;15;;12;;41;80;37;;15;;;12;;41;80;37;;15;;;;12;;41
GUROBI;p45;300;0,15;0;1,0;6251,0;6251,0;100;1620;3220;100;1620;3220;4028,40052;15789,0;4028,40052;6249,21695;6251,0;0,0;94;43;;2;;11;23;;94;43;;2;;;11;23;;94;43;;2;;;;11;23;
CBC;p45;300;0,34;0;2;6251,0;6251,0;100;1620;3220;100;1620;3220;6248,8194;6251,0;6248,8194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p45;600;0,16;0;3,0;6251,0;6251,0;100;1620;3220;58;199;384;0,0;22645,0;0,0;6240,6667;6251,0;0,15;80;37;;15;;12;;41;80;37;;15;;;12;;41;80;37;;15;;;;12;;41
GUROBI;p45;600;0,14;0;1,0;6251,0;6251,0;100;1620;3220;100;1620;3220;4028,40052;15789,0;4028,40052;6249,21695;6251,0;0,0;94;43;;2;;11;23;;94;43;;2;;;11;23;;94;43;;2;;;;11;23;
CBC;p45;600;0,35;0;2;6251,0;6251,0;100;1620;3220;100;1620;3220;6248,8194;6251,0;6248,8194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p46;120;0,21;0;0,0;5651,0;5651,0;100;2130;4230;97;468;907;0,0;22889,0;0,0;5651,0;5651,0;0,2;114;76;1;20;1;22;;31;114;76;1;20;1;1;22;;31;114;76;1;20;;1;1;22;;31
GUROBI;p46;120;0,23;0;1,0;5651,0;5651,0;100;2130;4230;100;2130;4230;3231,93892;11101,0;3231,93892;5651,0;5651,0;0,0;27;27;;3;2;8;5;;27;27;;3;1;2;8;5;;27;27;;3;;1;2;8;5;
CBC;p46;120;0,65;0;4;5651,0;5651,0;100;2130;4230;100;2130;4230;5631,6045;5714,0;5631,6045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p46;300;0,17;0;0,0;5651,0;5651,0;100;2130;4230;97;468;907;0,0;22889,0;0,0;5651,0;5651,0;0,17;114;76;1;20;1;22;;31;114;76;1;20;1;1;22;;31;114;76;1;20;;1;1;22;;31
GUROBI;p46;300;0,23;0;1,0;5651,0;5651,0;100;2130;4230;100;2130;4230;3231,93892;11101,0;3231,93892;5651,0;5651,0;0,0;27;27;;3;2;8;5;;27;27;;3;1;2;8;5;;27;27;;3;;1;2;8;5;
CBC;p46;300;0,65;0;4;5651,0;5651,0;100;2130;4230;100;2130;4230;5631,6045;5714,0;5631,6045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p46;600;0,17;0;0,0;5651,0;5651,0;100;2130;4230;97;468;907;0,0;22889,0;0,0;5651,0;5651,0;0,17;114;76;1;20;1;22;;31;114;76;1;20;1;1;22;;31;114;76;1;20;;1;1;22;;31
GUROBI;p46;600;0,23;0;1,0;5651,0;5651,0;100;2130;4230;100;2130;4230;3231,93892;11101,0;3231,93892;5651,0;5651,0;0,0;27;27;;3;2;8;5;;27;27;;3;1;2;8;5;;27;27;;3;;1;2;8;5;
CBC;p46;600;0,65;0;4;5651,0;5651,0;100;2130;4230;100;2130;4230;5631,6045;5714,0;5631,6045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p47;120;0,03;0;0,0;6228,0;6228,0;100;910;1810;100;910;1810;0,0;17889,0;0,0;6228,0;6228,0;0,03;53;6;;8;;;;9;53;6;;8;;;;;9;53;6;;8;;;;;;9
GUROBI;p47;120;0,02;0;1,0;6228,0;6228,0;100;910;1810;100;910;1810;4874,38684;10987,0;4874,38684;6228,0;6228,0;0,0;52;6;;1;;1;8;;52;6;;1;;;1;8;;52;6;;1;;;;1;8;
CBC;p47;120;0,07;0;0;6228,0;6228,0;100;910;1810;100;910;1810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p47;300;0,03;0;0,0;6228,0;6228,0;100;910;1810;100;910;1810;0,0;17889,0;0,0;6228,0;6228,0;0,03;53;6;;8;;;;9;53;6;;8;;;;;9;53;6;;8;;;;;;9
GUROBI;p47;300;0,01;0;1,0;6228,0;6228,0;100;910;1810;100;910;1810;4874,38684;10987,0;4874,38684;6228,0;6228,0;0,0;52;6;;1;;1;8;;52;6;;1;;;1;8;;52;6;;1;;;;1;8;
CBC;p47;300;0,06;0;0;6228,0;6228,0;100;910;1810;100;910;1810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p47;600;0,04;0;0,0;6228,0;6228,0;100;910;1810;100;910;1810;0,0;17889,0;0,0;6228,0;6228,0;0,03;53;6;;8;;;;9;53;6;;8;;;;;9;53;6;;8;;;;;;9
GUROBI;p47;600;0,01;0;1,0;6228,0;6228,0;100;910;1810;100;910;1810;4874,38684;10987,0;4874,38684;6228,0;6228,0;0,0;52;6;;1;;1;8;;52;6;;1;;;1;8;;52;6;;1;;;;1;8;
CBC;p47;600;0,07;0;0;6228,0;6228,0;100;910;1810;100;910;1810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p48;120;0,06;0;0,0;5596,0;5596,0;100;1620;3220;100;1620;3220;0,0;19497,0;0,0;5596,0;5596,0;0,05;107;40;;23;;13;;31;107;40;;23;;;13;;31;107;40;;23;;;;13;;31
GUROBI;p48;120;0,05;0;1,0;5596,0;5596,0;100;1620;3220;100;1620;3220;3391,10032;14877,0;3391,10032;5595,22222;5596,0;0,0;30;6;;;;6;3;;30;6;;;;;6;3;;30;6;;;;;;6;3;
CBC;p48;120;0,16;0;0;5596,0;5596,0;100;1620;3220;100;1620;3220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p48;300;0,06;0;0,0;5596,0;5596,0;100;1620;3220;100;1620;3220;0,0;19497,0;0,0;5596,0;5596,0;0,06;107;40;;23;;13;;31;107;40;;23;;;13;;31;107;40;;23;;;;13;;31
GUROBI;p48;300;0,05;0;1,0;5596,0;5596,0;100;1620;3220;100;1620;3220;3391,10032;14877,0;3391,10032;5595,22222;5596,0;0,0;30;6;;;;6;3;;30;6;;;;;6;3;;30;6;;;;;;6;3;
CBC;p48;300;0,17;0;0;5596,0;5596,0;100;1620;3220;100;1620;3220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p48;600;0,06;0;0,0;5596,0;5596,0;100;1620;3220;100;1620;3220;0,0;19497,0;0,0;5596,0;5596,0;0,05;107;40;;23;;13;;31;107;40;;23;;;13;;31;107;40;;23;;;;13;;31
GUROBI;p48;600;0,05;0;1,0;5596,0;5596,0;100;1620;3220;100;1620;3220;3391,10032;14877,0;3391,10032;5595,22222;5596,0;0,0;30;6;;;;6;3;;30;6;;;;;6;3;;30;6;;;;;;6;3;
CBC;p48;600;0,17;0;0;5596,0;5596,0;100;1620;3220;100;1620;3220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p49;120;0,12;0;0,0;5302,0;5302,0;100;2130;4230;100;2130;4230;0,0;22523,0;0,0;5302,0;5302,0;0,11;150;72;;22;;31;;53;150;72;;22;;;31;;53;150;72;;22;;;;31;;53
GUROBI;p49;120;0,14;0;1,0;5302,0;5302,0;100;2130;4230;100;2130;4230;2577,26827;13507,0;2577,26827;5302,0;5302,0;0,0;105;47;;14;;22;30;2;105;47;;14;;;22;30;2;105;47;;14;;;;22;30;2
CBC;p49;120;0,3;0;0;5302,0;5302,0;100;2130;4230;100;2130;4230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p49;300;0,09;0;0,0;5302,0;5302,0;100;2130;4230;100;2130;4230;0,0;22523,0;0,0;5302,0;5302,0;0,09;150;72;;22;;31;;53;150;72;;22;;;31;;53;150;72;;22;;;;31;;53
GUROBI;p49;300;0,14;0;1,0;5302,0;5302,0;100;2130;4230;100;2130;4230;2577,26827;13507,0;2577,26827;5302,0;5302,0;0,0;105;47;;14;;22;30;2;105;47;;14;;;22;30;2;105;47;;14;;;;22;30;2
CBC;p49;300;0,29;0;0;5302,0;5302,0;100;2130;4230;100;2130;4230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p49;600;0,09;0;0,0;5302,0;5302,0;100;2130;4230;100;2130;4230;0,0;22523,0;0,0;5302,0;5302,0;0,09;150;72;;22;;31;;53;150;72;;22;;;31;;53;150;72;;22;;;;31;;53
GUROBI;p49;600;0,14;0;1,0;5302,0;5302,0;100;2130;4230;100;2130;4230;2577,26827;13507,0;2577,26827;5302,0;5302,0;0,0;105;47;;14;;22;30;2;105;47;;14;;;22;30;2;105;47;;14;;;;22;30;2
CBC;p49;600;0,3;0;0;5302,0;5302,0;100;2130;4230;100;2130;4230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p50;120;0,11;0;0,0;8741,0;8741,0;110;1010;2010;98;502;998;0,0;20489,0;0,0;8741,0;8741,0;0,11;57;9;1;6;1;10;;7;57;9;1;6;;1;10;;7;57;9;1;6;;;1;10;;7
GUROBI;p50;120;0,08;0;1,0;8741,0;8741,0;110;1010;2010;110;1010;2010;7865,72951;14010,0;7865,72951;8741,0;8741,0;0,0;;2;;2;;1;;;;2;;2;;;1;;;;2;;2;;;;1;;
CBC;p50;120;0,77;0;94;8741,0;8741,0;110;1010;2010;110;1010;2010;8707,8963;8990,0;8707,8963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p50;300;0,13;0;0,0;8741,0;8741,0;110;1010;2010;98;502;998;0,0;20489,0;0,0;8741,0;8741,0;0,13;57;9;1;6;1;10;;7;57;9;1;6;;1;10;;7;57;9;1;6;;;1;10;;7
GUROBI;p50;300;0,08;0;1,0;8741,0;8741,0;110;1010;2010;110;1010;2010;7865,72951;14010,0;7865,72951;8741,0;8741,0;0,0;;2;;2;;1;;;;2;;2;;;1;;;;2;;2;;;;1;;
CBC;p50;300;0,78;0;94;8741,0;8741,0;110;1010;2010;110;1010;2010;8707,8963;8990,0;8707,8963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p50;600;0,13;0;0,0;8741,0;8741,0;110;1010;2010;98;502;998;0,0;20489,0;0,0;8741,0;8741,0;0,13;57;9;1;6;1;10;;7;57;9;1;6;;1;10;;7;57;9;1;6;;;1;10;;7
GUROBI;p50;600;0,08;0;1,0;8741,0;8741,0;110;1010;2010;110;1010;2010;7865,72951;14010,0;7865,72951;8741,0;8741,0;0,0;;2;;2;;1;;;;2;;2;;;1;;;;2;;2;;;;1;;
CBC;p50;600;0,78;0;94;8741,0;8741,0;110;1010;2010;110;1010;2010;8707,8963;8990,0;8707,8963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p51;120;0,34;0;388,0;7414,0;7414,0;120;2020;4020;120;1328;2639;0,0;24399,0;0,0;7353,0398;7419,0;0,27;79;174;1;15;;12;;29;79;174;1;15;;;12;;29;79;174;1;15;;;;12;;29
GUROBI;p51;120;0,3;0;988,0;7414,0;7414,0;120;2020;4020;120;2020;4020;6238,39722;15036,0;6238,39722;7279,39208;7458,0;0,0;92;46;;;;6;22;;92;46;;;;;6;22;;92;46;;;;;;6;22;
CBC;p51;120;1,67;0;191;7414,0;7414,0;120;2020;4020;120;2020;4020;7267,8392;7611,0;7267,8392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p51;300;0,34;0;388,0;7414,0;7414,0;120;2020;4020;120;1328;2639;0,0;24399,0;0,0;7353,0398;7419,0;0,27;79;174;1;15;;12;;29;79;174;1;15;;;12;;29;79;174;1;15;;;;12;;29
GUROBI;p51;300;0,3;0;988,0;7414,0;7414,0;120;2020;4020;120;2020;4020;6238,39722;15036,0;6238,39722;7279,39208;7458,0;0,0;92;46;;;;6;22;;92;46;;;;;6;22;;92;46;;;;;;6;22;
CBC;p51;300;1,69;0;191;7414,0;7414,0;120;2020;4020;120;2020;4020;7267,8392;7611,0;7267,8392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p51;600;0,35;0;388,0;7414,0;7414,0;120;2020;4020;120;1328;2639;0,0;24399,0;0,0;7353,0398;7419,0;0,27;79;174;1;15;;12;;29;79;174;1;15;;;12;;29;79;174;1;15;;;;12;;29
GUROBI;p51;600;0,31;0;988,0;7414,0;7414,0;120;2020;4020;120;2020;4020;6238,39722;15036,0;6238,39722;7279,39208;7458,0;0,0;92;46;;;;6;22;;92;46;;;;;6;22;;92;46;;;;;;6;22;
CBC;p51;600;1,68;0;191;7414,0;7414,0;120;2020;4020;120;2020;4020;7267,8392;7611,0;7267,8392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p52;120;0,05;0;0,0;9178,0;9178,0;110;1010;2010;12;43;77;0,0;24341,0;0,0;9178,0;9178,0;0,05;;8;3;2;;5;;8;;8;3;2;1;;5;;8;;8;3;2;1;1;;5;;8
GUROBI;p52;120;0,03;0;1,0;9178,0;9178,0;110;1010;2010;110;1010;2010;8697,39129;17561,0;8697,39129;9169,21053;9178,0;0,0;;2;;2;;1;;;;2;;2;;;1;;;;2;;2;;;;1;;
CBC;p52;120;0,15;0;12;9178,0;9178,0;110;1010;2010;110;1010;2010;9149,7135;9333,0;9149,7135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p52;300;0,05;0;0,0;9178,0;9178,0;110;1010;2010;12;43;77;0,0;24341,0;0,0;9178,0;9178,0;0,05;;8;3;2;;5;;8;;8;3;2;1;;5;;8;;8;3;2;1;1;;5;;8
GUROBI;p52;300;0,03;0;1,0;9178,0;9178,0;110;1010;2010;110;1010;2010;8697,39129;17561,0;8697,39129;9169,21053;9178,0;0,0;;2;;2;;1;;;;2;;2;;;1;;;;2;;2;;;;1;;
CBC;p52;300;0,15;0;12;9178,0;9178,0;110;1010;2010;110;1010;2010;9149,7135;9333,0;9149,7135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p52;600;0,05;0;0,0;9178,0;9178,0;110;1010;2010;12;43;77;0,0;24341,0;0,0;9178,0;9178,0;0,05;;8;3;2;;5;;8;;8;3;2;1;;5;;8;;8;3;2;1;1;;5;;8
GUROBI;p52;600;0,03;0;1,0;9178,0;9178,0;110;1010;2010;110;1010;2010;8697,39129;17561,0;8697,39129;9169,21053;9178,0;0,0;;2;;2;;1;;;;2;;2;;;1;;;;2;;2;;;;1;;
CBC;p52;600;0,13;0;12;9178,0;9178,0;110;1010;2010;110;1010;2010;9149,7135;9333,0;9149,7135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p53;120;0,1;0;0,0;8531,0;8531,0;120;2020;4020;106;707;1400;0,0;29036,0;0,0;373,0;8531,0;0,09;53;16;3;11;;5;;16;53;16;3;11;;;5;;16;53;16;3;11;;;;5;;16
GUROBI;p53;120;0,06;0;1,0;8531,0;8531,0;120;2020;4020;120;2020;4020;7714,78074;22170,0;7714,78074;8531,0;8531,0;0,0;52;11;;2;;9;9;;52;11;;2;;;9;9;;52;11;;2;;;;9;9;
CBC;p53;120;0,22;0;2;8531,0;8531,0;120;2020;4020;120;2020;4020;8524,9624;10092,0;8524,9624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p53;300;0,1;0;0,0;8531,0;8531,0;120;2020;4020;106;707;1400;0,0;29036,0;0,0;373,0;8531,0;0,1;53;16;3;11;;5;;16;53;16;3;11;;;5;;16;53;16;3;11;;;;5;;16
GUROBI;p53;300;0,05;0;1,0;8531,0;8531,0;120;2020;4020;120;2020;4020;7714,78074;22170,0;7714,78074;8531,0;8531,0;0,0;52;11;;2;;9;9;;52;11;;2;;;9;9;;52;11;;2;;;;9;9;
CBC;p53;300;0,21;0;2;8531,0;8531,0;120;2020;4020;120;2020;4020;8524,9624;10092,0;8524,9624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p53;600;0,1;0;0,0;8531,0;8531,0;120;2020;4020;106;707;1400;0,0;29036,0;0,0;373,0;8531,0;0,1;53;16;3;11;;5;;16;53;16;3;11;;;5;;16;53;16;3;11;;;;5;;16
GUROBI;p53;600;0,06;0;1,0;8531,0;8531,0;120;2020;4020;120;2020;4020;7714,78074;22170,0;7714,78074;8531,0;8531,0;0,0;52;11;;2;;9;9;;52;11;;2;;;9;9;;52;11;;2;;;;9;9;
CBC;p53;600;0,22;0;2;8531,0;8531,0;120;2020;4020;120;2020;4020;8524,9624;10092,0;8524,9624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p54;120;0,04;0;0,0;8777,0;8777,0;110;1010;2010;110;1010;2010;0,0;21774,0;0,0;106,0;8777,0;0,04;27;7;;4;;1;;5;27;7;;4;;;1;;5;27;7;;4;;;;1;;5
GUROBI;p54;120;0,01;0;1,0;8777,0;8777,0;110;1010;2010;110;1010;2010;8343,50715;16658,0;8343,50715;8777,0;8777,0;0,0;40;5;;1;;1;5;;40;5;;1;;;1;5;;40;5;;1;;;;1;5;
CBC;p54;120;0,11;0;0;8777,0;8777,0;110;1010;2010;110;1010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p54;300;0,04;0;0,0;8777,0;8777,0;110;1010;2010;110;1010;2010;0,0;21774,0;0,0;106,0;8777,0;0,03;27;7;;4;;1;;5;27;7;;4;;;1;;5;27;7;;4;;;;1;;5
GUROBI;p54;300;0,01;0;1,0;8777,0;8777,0;110;1010;2010;110;1010;2010;8343,50715;16658,0;8343,50715;8777,0;8777,0;0,0;40;5;;1;;1;5;;40;5;;1;;;1;5;;40;5;;1;;;;1;5;
CBC;p54;300;0,12;0;0;8777,0;8777,0;110;1010;2010;110;1010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p54;600;0,04;0;0,0;8777,0;8777,0;110;1010;2010;110;1010;2010;0,0;21774,0;0,0;106,0;8777,0;0,04;27;7;;4;;1;;5;27;7;;4;;;1;;5;27;7;;4;;;;1;;5
GUROBI;p54;600;0,01;0;1,0;8777,0;8777,0;110;1010;2010;110;1010;2010;8343,50715;16658,0;8343,50715;8777,0;8777,0;0,0;40;5;;1;;1;5;;40;5;;1;;;1;5;;40;5;;1;;;;1;5;
CBC;p54;600;0,12;0;0;8777,0;8777,0;110;1010;2010;110;1010;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p55;120;0,1;0;0,0;7654,0;7654,0;120;2020;4020;78;472;930;0,0;27043,0;0,0;7654,0;7654,0;0,1;61;22;1;14;2;1;;10;61;22;1;14;;2;1;;10;61;22;1;14;;;2;1;;10
GUROBI;p55;120;0,09;0;1,0;7654,0;7654,0;120;2020;4020;120;2020;4020;6910,39513;17749,0;6910,39513;7644,89818;7654,0;0,0;38;6;;3;1;5;6;;38;6;;3;;1;5;6;;38;6;;3;;;1;5;6;
CBC;p55;120;0,34;0;10;7654,0;7654,0;120;2020;4020;120;2020;4020;7633,51;7692,0;7633,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p55;300;0,1;0;0,0;7654,0;7654,0;120;2020;4020;78;472;930;0,0;27043,0;0,0;7654,0;7654,0;0,1;61;22;1;14;2;1;;10;61;22;1;14;;2;1;;10;61;22;1;14;;;2;1;;10
GUROBI;p55;300;0,09;0;1,0;7654,0;7654,0;120;2020;4020;120;2020;4020;6910,39513;17749,0;6910,39513;7644,89818;7654,0;0,0;38;6;;3;1;5;6;;38;6;;3;;1;5;6;;38;6;;3;;;1;5;6;
CBC;p55;300;0,35;0;10;7654,0;7654,0;120;2020;4020;120;2020;4020;7633,51;7692,0;7633,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p55;600;0,1;0;0,0;7654,0;7654,0;120;2020;4020;78;472;930;0,0;27043,0;0,0;7654,0;7654,0;0,1;61;22;1;14;2;1;;10;61;22;1;14;;2;1;;10;61;22;1;14;;;2;1;;10
GUROBI;p55;600;0,08;0;1,0;7654,0;7654,0;120;2020;4020;120;2020;4020;6910,39513;17749,0;6910,39513;7644,89818;7654,0;0,0;38;6;;3;1;5;6;;38;6;;3;;1;5;6;;38;6;;3;;;1;5;6;
CBC;p55;600;0,34;0;10;7654,0;7654,0;120;2020;4020;120;2020;4020;7633,51;7692,0;7633,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p56;120;0,95;0;364,0;21103,0;21101,469373;230;6030;12030;230;1241;2454;0,0;89016,0;0,0;21048,1483;21121,0;0,88;153;161;10;19;2;32;;39;153;161;10;19;;2;32;;39;153;161;10;19;;;2;32;;39
GUROBI;p56;120;0,9;0;1893,0;21103,0;21103,0;230;6030;12030;230;6030;12030;16477,0;57411,0;16477,0;20979,8509;21120,0;0,0;193;56;;3;;23;37;;193;56;;3;;;23;37;;193;56;;3;;;;23;37;
CBC;p56;120;3,58;0;294;21103,0;21103,0;230;6030;12030;230;6030;12030;20976,064;22512,0;20976,064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
